001415,MOP Jižní Město 1 Praha IV.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.512870895671551,50.043411497835393 14.511268268535858,50.040673240768868 14.511382765298739,50.040611607346293 14.514445110348897,50.039632845969521 14.514527921044582,50.039607720269665 14.523667739811177,50.037400427740728 14.523890506963044,50.037393651423884 14.525678610525739,50.03734584713888 14.530740157067271,50.038250377369252 14.531876751621793,50.038462872125955 14.532260845135847,50.038610774467102 14.532709645459276,50.038827863820693 14.53277278227241,50.038919146081703 14.532918963802796,50.039130858484427 14.532950770127908,50.039247071004588 14.532931470651299,50.039320422146844 14.532895356839225,50.039430683089819 14.533190917882736,50.039533529344517 14.533582424998816,50.039669735107069 14.533935653970504,50.039751045145167 14.534141051833995,50.039795174338629 14.536828641546027,50.040125709167711 14.53711531626646,50.040145918800597 14.537330781454624,50.040161070392749 14.53776535852019,50.040179441889954 14.537915917460449,50.040173028314349 14.538832860508823,50.040086189211245 14.543640187670361,50.038110036445183 14.549616442096013,50.029509965013318 14.549462659130253,50.028027463829417 14.549348770420881,50.027594296897838 14.554299653056718,50.012229428661954 14.528325691903261,49.99991032438718 14.507320819982219,49.997551151747295 14.487816944552746,50.017667973531012 14.483889713742288,50.018719600949268 14.483564217795735,50.018833129929149 14.482404076394101,50.01941453295607 14.481938877447984,50.019881650272218 14.471222496456855,50.03240254830591 14.470200697935091,50.033609363532733 14.469795280872335,50.034131366141885 14.469417730780538,50.03563375863213 14.469356600254054,50.035888187716218 14.471036387781444,50.037451934830258 14.474469545154214,50.038734599955148 14.482385838930242,50.040339634538817 14.512870895671551,50.043411497835393</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",83013,17.82279494300,"Kaplanova 2056/6, 148 00 Praha 4",974887700,974887708,p4mopjm1@mvcr.cz
001312,MOP Karlín Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.460873936730232,50.112369291908387 14.471916637873511,50.111590023347134 14.471950942600309,50.111511731878856 14.47225473801109,50.110349660958136 14.472265355791098,50.110299776125963 14.47249740569535,50.109209524925305 14.472595517540929,50.106958419483846 14.470427495179631,50.105079610903147 14.467226807097735,50.101920602151083 14.4670641005267,50.101746459115553 14.46455081236636,50.097692193788106 14.46337511378592,50.094866064700156 14.46352066124728,50.094579414238545 14.464020115413357,50.093625172247513 14.465051332512742,50.092681671777065 14.465883866349849,50.092758662648542 14.469227170480421,50.093096945634265 14.469791809639426,50.093190602765112 14.471119451996596,50.0936681709262 14.472216691626903,50.094187143062356 14.472639515206458,50.094446165624035 14.473259658222224,50.094827374838438 14.475198516860841,50.096119177078585 14.475429466281861,50.09582796573833 14.472929653541209,50.09352075079029 14.46937894821882,50.091247763756392 14.466150953573129,50.090739494545566 14.461847135438171,50.089953160695941 14.461105465411357,50.089692842887288 14.438128264047196,50.086380871480664 14.437411350148171,50.08661846120517 14.43782971692012,50.088892823295225 14.437406569700219,50.089445702986218 14.436685244131965,50.094370872013776 14.436817257592018,50.094382265234366 14.436876677782067,50.094387425146252 14.436954513738938,50.094394212320218 14.437007545578991,50.094398898417168 14.437133686628886,50.094410044623693 14.446799938070743,50.096230559995348 14.451301901880289,50.113154574462058 14.460873936730232,50.112369291908387</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",10410,3.40493354031,"Vítkova 266/16, 186 00 Praha 8",974858710,974858883,p3mopkar@mvcr.cz
001313,MOP Kobylisy Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.445118526626214,50.145326176092134 14.456500837385517,50.137098293197113 14.485735405273063,50.128546572607405 14.482400505447581,50.126155585267703 14.445463706767773,50.114561632373309 14.440797366208539,50.116043581188158 14.437345649029389,50.115565888306371 14.434161039515887,50.123423324534777 14.445118526626214,50.145326176092134</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",23879,10.97892767010,"Zenklova 91/225, 182 00 Praha 8",974858720,974858728,p3mopkob@mvcr.cz
001313,MOP Kobylisy Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.436440573219448,50.158410011856176 14.460512621380367,50.159067868028259 14.46108867061877,50.154663847696042 14.467085062789032,50.153580816196687 14.468854566109348,50.153575421370093 14.468963439525698,50.153982478557012 14.469604210021703,50.156834809089098 14.469698585875616,50.158161685734022 14.469683271837052,50.160639585809477 14.472464776369391,50.160910512030782 14.47917564243971,50.161511189608945 14.48120236020819,50.161576096435383 14.483461903569054,50.161626933659846 14.483515726998032,50.161618956588455 14.483674467659181,50.161595239222443 14.485766850780388,50.155722622053183 14.485671880301666,50.154044648683616 14.485395522712803,50.152223516724071 14.47928580349055,50.146822679606835 14.45607290081084,50.140959255211058 14.44873329547144,50.153165199679002 14.422577816934314,50.149908568300674 14.436440573219448,50.158410011856176</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",23879,10.97892767010,"Zenklova 91/225, 182 00 Praha 8",974858720,974858728,p3mopkob@mvcr.cz
001212,MOP Košíře OŘP Praha II.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.354322745830599,50.077287011045136 14.392565416615897,50.078159828480601 14.397096792198791,50.075182148367425 14.398031513014432,50.074439163921141 14.399148561305651,50.072977271248376 14.399823382787339,50.071802696177649 14.400293223546528,50.069938384620542 14.396001213613829,50.06614479067462 14.379773224479337,50.056145948669489 14.378222146571744,50.055804402282149 14.376961664736939,50.055694634120542 14.373282015715226,50.055481590281758 14.375618075350598,50.05429066244772 14.381181949339899,50.051410918192822 14.38419539296158,50.044805144155745 14.384511425352096,50.043843270337511 14.384589865181267,50.043470847014873 14.383531530185296,50.041961706182384 14.38313808193522,50.04159406099604 14.378840140536903,50.038544581270521 14.378695657857127,50.038444862204337 14.378577109556453,50.038382577074302 14.378520402107748,50.03837626048022 14.377941285331453,50.038332443763963 14.377004705763223,50.038266615210745 14.376206771763101,50.038218655396115 14.355324509068625,50.036976207675707 14.339074086755117,50.056002482557879 14.341839075016686,50.075416189316279 14.354322745830599,50.077287011045136</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",49568,13.80328928130,"Běhounkova 2301/19, 158 00 Praha 5",974855710,974855718,p2mopkos@mvcr.cz
001114,MOP Krakovská Praha I.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.426004158639957,50.082557605296365 14.431065541534181,50.079741909116201 14.432882429160808,50.079277274744165 14.430591341318173,50.077690524895672 14.421530581994638,50.078246467994632 14.411583536326676,50.075660858998383 14.423520875625602,50.084264820639781 14.426004158639957,50.082557605296365</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",8243,0.71680085316,"Krakovská 1432/11, 110 00 Praha 1",974851720,974851728,p1mopkra@mvcr.cz
001318,MOP Kyje Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.559423317988234,50.121904748896817 14.579945410138386,50.117286286500956 14.589928421530706,50.093998965341761 14.586341357682574,50.091273310730848 14.585051935040068,50.089827302061316 14.588359538488026,50.086792184666329 14.59166382831482,50.085899210485536 14.594420717224525,50.085667849773586 14.595237517864993,50.085665510420888 14.595377973868619,50.085667476926737 14.5957404850913,50.08570182517812 14.596585430308807,50.085804448246471 14.604692596222614,50.087661036037879 14.604763406096286,50.08807065504709 14.605205707060858,50.086839726296887 14.601499120701044,50.08395293151019 14.594108190999288,50.081637590649422 14.593964305211211,50.081625161444293 14.593129755593344,50.081553266975106 14.593048294390707,50.081557791484627 14.591630750206647,50.081636661976248 14.590858546738543,50.081721605373637 14.585573412075469,50.082564353286706 14.585736908376383,50.081200391352333 14.577180177900789,50.077057875902888 14.571999380073791,50.075501112942618 14.566999079742088,50.074364423336583 14.565610007075854,50.074055743202727 14.565431849988475,50.074490417694143 14.565253689695091,50.074925091873119 14.565075526195642,50.075359765739449 14.56475807549033,50.076134241184171 14.561699770543241,50.080178990691948 14.554370727049305,50.082635572920175 14.543910247373768,50.08064249641523 14.539091432315431,50.081029360487868 14.523099863328595,50.086725993887754 14.523084738768894,50.088014098654568 14.531360395814955,50.111363155962238 14.53119470506692,50.117445417778107 14.559423317988234,50.121904748896817</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",49221,19.23607643450,"Bryksova 817/50, 198 00 Praha 9",974859720,974859728,p3mopkyj@mvcr.cz
001121,MOP Letná Praha I.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.436605478723255,50.104226650376162 14.43714594804954,50.097524758444379 14.437133686628886,50.094410044623693 14.437007545578991,50.094398898417168 14.436954513738938,50.094394212320218 14.436876677782067,50.094387425146252 14.436817257592018,50.094382265234366 14.436685244131965,50.094370872013776 14.426841836122376,50.094368067914083 14.414962701311628,50.092072935443731 14.411178874328158,50.095499486882218 14.409144300587149,50.095231102247851 14.418234118589488,50.103215947394148 14.435855566461596,50.106948849138227 14.436605478723255,50.104226650376162</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",25398,1.88702186319,"Fr. Křížka 735/24, 170 00 Praha 7",974857700,974857708,p1mopltn@mvcr.cz
001322,MOP Letňany Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.51363678776819,50.148689211203106 14.517412442382698,50.149545706183787 14.535122813292316,50.140220601864392 14.535782859861516,50.137572771568472 14.535782762300425,50.137201645236544 14.535767949268939,50.136645216047988 14.535758451970414,50.136321177482941 14.535358725169742,50.131103458965434 14.525280979092901,50.121689594868464 14.495630641178622,50.131449797294842 14.504366660809334,50.144469626890285 14.51363678776819,50.148689211203106</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",15644,5.98539454343,"Bechyňská 639, 199 00 Praha 9",974859760,974859768,p3moplty@mvcr.cz
001411,MOP Lhotka Praha IV.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.45516191212606,50.030279121571269 14.455867748197509,50.028904926391938 14.460862390077171,50.023424608749906 14.468364670363803,50.017267917837664 14.470623069279364,50.017123484832268 14.478489460439004,50.016721504145629 14.481284544220943,50.016588781326078 14.485614618640378,50.016829605924052 14.487493448654188,50.017067680306546 14.487816944552746,50.017667973531012 14.507320819982219,49.997551151747295 14.505813850088712,49.997243679721983 14.496191897615068,49.995164478121644 14.492791602183022,49.994423520732049 14.486932433776552,49.993138126368628 14.484000395239905,49.992493503459116 14.48429562284673,49.989108074952902 14.484400532872169,49.988629272062191 14.48465033877096,49.98748969926956 14.482386775107095,49.985307544625037 14.47399961699484,49.980758733900792 14.473240037151706,49.98039022165046 14.469517401730991,49.979953702457898 14.466370135088647,49.981111395037253 14.46611760479847,49.982308261740727 14.463064698804065,49.990644882309589 14.449562203494725,50.004647980934337 14.43808163581752,50.006579325354501 14.432934664707798,50.007602957070468 14.432729007170572,50.007737942528934 14.431984746637722,50.008226647066621 14.423436843853612,50.016209351740393 14.421121943507897,50.019028900995863 14.427745638983364,50.021628235478637 14.426554194918658,50.029455062273122 14.418635420592896,50.031112570639976 14.457111992864247,50.037942103839129 14.45516191212606,50.030279121571269</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",57850,17.52001985450,"Durychova 671/40, 142 00 Praha 4",974854720,974854728,p4moplho@mvcr.cz
001314,MOP Libeň Praha III.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.482641228573996,50.125502314701471 14.492314169582864,50.112195184424273 14.478556830689513,50.097781142460015 14.475198516860841,50.096119177078585 14.473259658222224,50.094827374838438 14.472639515206458,50.094446165624035 14.472216691626903,50.094187143062356 14.471119451996596,50.0936681709262 14.469791809639426,50.093190602765112 14.469227170480421,50.093096945634265 14.465883866349849,50.092758662648542 14.465051332512742,50.092681671777065 14.464020115413357,50.093625172247513 14.46352066124728,50.094579414238545 14.46337511378592,50.094866064700156 14.46455081236636,50.097692193788106 14.4670641005267,50.101746459115553 14.467226807097735,50.101920602151083 14.470427495179631,50.105079610903147 14.472595517540929,50.106958419483846 14.47249740569535,50.109209524925305 14.472265355791098,50.110299776125963 14.47225473801109,50.110349660958136 14.471950942600309,50.111511731878856 14.471916637873511,50.111590023347134 14.460873936730232,50.112369291908387 14.451301901880289,50.113154574462058 14.445393039498306,50.11349285415335 14.445463706767773,50.114561632373309 14.482400505447581,50.126155585267703 14.482641228573996,50.125502314701471</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",17456,3.62897249582,"Zenklova 212/17, 180 00 Praha 8",974858700,974858708,p3moplib@mvcr.cz
001112,MOP Malá Strana Praha I.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.411178874328158,50.095499486882218 14.414962701311628,50.092072935443731 14.412968145795725,50.089586632718898 14.409178398986626,50.081354184058654 14.397650559196494,50.08000175632764 14.403954606867538,50.094201438052842 14.409144300587149,50.095231102247851 14.411178874328158,50.095499486882218</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",5064,2.35531551490,"Vlašská 362/3, 110 00 Praha 1",974851730,974851738,p1mopmal@mvcr.cz
001410,MOP Modřany Praha IV.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.416639860860661,50.031017798620255 14.418635420592896,50.031112570639976 14.426554194918658,50.029455062273122 14.427745638983364,50.021628235478637 14.421121943507897,50.019028900995863 14.423436843853612,50.016209351740393 14.431984746637722,50.008226647066621 14.432729007170572,50.007737942528934 14.432934664707798,50.007602957070468 14.43808163581752,50.006579325354501 14.449562203494725,50.004647980934337 14.463064698804065,49.990644882309589 14.46611760479847,49.982308261740727 14.466370135088647,49.981111395037253 14.464918336474401,49.975251128573824 14.464439128523153,49.973799854336654 14.462305795631995,49.970846013769624 14.425522710890005,49.964135250113188 14.424744797558514,49.964014417187862 14.424330784926207,49.96396461824655 14.419990724233017,49.963658727227113 14.419483489067119,49.963639663205974 14.419049541061362,49.963659594614626 14.417326911618074,49.963917638391145 14.416916315621663,49.963981748436815 14.416567034730818,49.964086879415909 14.411326426218489,49.965952142357636 14.404606151845419,49.969080087975122 14.404378223352204,49.969197153663842 14.404011677545153,49.969457828978484 14.403449844260436,49.969877043579551 14.403131855908876,49.970138947285108 14.402540609465406,49.970640407970691 14.40246305195326,49.998615333317467 14.397986426865085,50.028526131286988 14.416639860860661,50.031017798620255</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",41400,23.38593468120,"Soukalova 3408/1, 143 00 Praha 4",974854730,974854738,orp4zrup@mvcr.cz 
001210,MOP Nové Město OŘP Praha II.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.421530581994638,50.078246467994632 14.430591341318173,50.077690524895672 14.436884476120317,50.06809831412199 14.42690544304706,50.063032750951493 14.41721410016549,50.062553554674309 14.415876915132026,50.061879901094741 14.410422357262394,50.072751734621875 14.411583536326676,50.075660858998383 14.421530581994638,50.078246467994632</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",20176,2.43893803304,"Vyšehradská  1711/20, 120 00 Praha 2",974852710,974852718,p2mopnov@mvcr.cz
001414,MOP Nusle Praha IV.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.439413396311332,50.066630740701861 14.440936271566585,50.066494621319627 14.459105219193846,50.056603360739992 14.445481947214352,50.051276786950105 14.42690544304706,50.063032750951493 14.436884476120317,50.06809831412199 14.439413396311332,50.066630740701861</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",19414,1.85198573365,"Svatoslavova 288/10, 145 00 Praha 4",974854740,974854748,orp4zrup@mvcr.cz 
001417,MOP Pankrác Praha IV.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.41721410016549,50.062553554674309 14.42690544304706,50.063032750951493 14.445481947214352,50.051276786950105 14.444828455111452,50.051005943704688 14.431292879570384,50.05327183168238 14.410293353423494,50.044718821862475 14.412800011051932,50.050755121773598 14.415876915132026,50.061879901094741 14.41721410016549,50.062553554674309</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",21517,2.73687440393,"Na Pankráci 403/9, 140 00 Praha 4",974854750,974854758,p4moppan@mvcr.cz
001412,MOP Podolí OŘP Praha IV.,3,"<Polygon><outerBoundaryIs><LinearRing><coordinates>14.431292879570384,50.05327183168238 14.444828455111452,50.051005943704688 14.457111992864247,50.037942103839129 14.418635420592896,50.031112570639976 14.416639860860661,50.031017798620255 14.397986426865085,50.028526131286988 14.410293353423494,50.044718821862475 14.431292879570384,50.05327183168238</coordinates></LinearRing></outerBoundaryIs></Polygon>
  ",30038,6.63677086040,"Milevská 875/4, 140 00 Praha 4",974854600,974854608,p4moppod@mvcr.cz
