020113,OOP Hluboká nad Vltavou,3,1000,contact
001418,MOP Hostivař Praha IV.,3,1000,contact
070412,OOP Fulnek,3,1000,contact
070110,OOP Bruntál,3,1000,contact
150518,OOP Vizovice,3,1000,contact
020517,OOP Zvíkovské Podhradí,3,1000,contact
030111,OOP Domažlice,3,1000,contact
0201,ÚO České Budějovice,2,1000,contact
020112,OOP Suché Vrbné,3,1000,contact
060218,OOP Brno - Výstaviště,3,1000,contact
070319,OOP Petřvald,3,1000,contact
051016,OOP Trutnov,3,1000,contact
0409,ÚO Teplice,2,1000,contact
031118,OOP Stod,3,1000,contact
040214,OOP Krásná Lípa,3,1000,contact
070718,OOP Slezská Ostrava,3,1000,contact
001212,MOP Košíře OŘP Praha II.,3,1000,contact
011119,OOP Příbram,3,1000,contact
070619,OOP Vítkov,3,1000,contact
041015,OOP Trmice,3,1000,contact
010512,OOP Kutná Hora,3,1000,contact
190914,OOP Kraslice,3,1000,contact
180522,OOP Liberec - Vratislavice,3,1000,contact
020718,OOP Radomyšl,3,1000,contact
010617,OOP Vojkovice,3,1000,contact
010321,OOP Unhošť,3,1000,contact
020711,OOP Blatná,3,1000,contact
170914,OOP Litomyšl,3,1000,contact
001322,MOP Letňany Praha III.,3,1000,contact
040817,OOP Litvínov - Hamr,3,1000,contact
040611,OOP Litoměřice,3,1000,contact
010111,OOP Čechtice,3,1000,contact
070221,OOP Třinec,3,1000,contact
050410,OOP Hořice,3,1000,contact
050218,OOP Hradec Králové 3,3,1000,contact
060315,OOP Rosice,3,1000,contact
050210,OOP Hradec Králové 1,3,1000,contact
040713,OOP Louny,3,1000,contact
0206,ÚO Prachatice,2,1000,contact
190911,OOP Habartov,3,1000,contact
040719,OOP Žatec,3,1000,contact
011511,OOP Čelákovice,3,1000,contact
020615,OOP Vimperk,3,1000,contact
011621,OOP Hostivice,3,1000,contact
010311,OOP Kladno - Kročehlavy,3,1000,contact
010515,OOP Uhlířské Janovice,3,1000,contact
020215,OOP Kaplice,3,1000,contact
0205,ÚO Písek,2,1000,contact
0502,ÚO Hradec Králové,2,1000,contact
180510,OOP Český Dub,3,1000,contact
001310,MOP Jarov Praha III.,3,1000,contact
051019,OOP Pec pod Sněžkou,3,1000,contact
0107,ÚO Mladá Boleslav,2,1000,contact
010711,OOP Bělá pod Bezdězem,3,1000,contact
020218,OOP Větřní,3,1000,contact
050711,OOP Kostelec nad Orlicí,3,1000,contact
030810,OOP Hrádek,3,1000,contact
170916,OOP Moravská Třebová,3,1000,contact
010117,OOP Týnec nad Sázavou,3,1000,contact
050517,OOP Police nad Metují,3,1000,contact
011618,OOP Mníšek pod Brdy,3,1000,contact
141110,OOP Jeseník,3,1000,contact
161011,OOP Hrotovice,3,1000,contact
170317,OOP Skuteč,3,1000,contact
190213,OOP Cheb - město,3,1000,contact
070316,OOP Karviná 7,3,1000,contact
050212,OOP Chlumec nad Cidlinou,3,1000,contact
070315,OOP Karviná 1,3,1000,contact
040815,OOP Obrnice,3,1000,contact
010210,OOP Beroun,3,1000,contact
070113,OOP Krnov,3,1000,contact
010416,OOP Týnec nad Labem,3,1000,contact
170313,OOP Chrudim,3,1000,contact
060310,OOP Šlapanice,3,1000,contact
0301,ÚO Domažlice,2,1000,contact
161410,OOP Bystřice nad Pernštejnem,3,1000,contact
190211,OOP Františkovy Lázně,3,1000,contact
1811,ÚO Semily,2,1000,contact
161419,OOP Velké Meziříčí,3,1000,contact
030514,OOP Plzeň - Skvrňany,3,1000,contact
050514,OOP Jaroměř,3,1000,contact
041020,OOP Krásné Březno,3,1000,contact
010418,OOP Pečky,3,1000,contact
0300,KŘP Plzeňského Kraje,1,1000,contact
060317,OOP Tišnov,3,1000,contact
0505,ÚO Náchod,2,1000,contact
011110,OOP Březnice,3,1000,contact
161712,OOP Humpolec,3,1000,contact
010114,OOP Sázava,3,1000,contact
010814,OOP Nymburk,3,1000,contact
190310,OOP Bečov nad Teplou,3,1000,contact
070413,OOP Kopřivnice,3,1000,contact
151116,OOP Uherské Hradiště,3,1000,contact
1405,ÚO Olomouc,2,1000,contact
001413,MOP Spořilov Praha IV.,3,1000,contact
061818,OOP Slavkov u Brna,3,1000,contact
030812,OOP Rokycany,3,1000,contact
030813,OOP Zbiroh,3,1000,contact
070722,OOP Vratimov,3,1000,contact
060410,OOP Břeclav,3,1000,contact
0012,OŘP Praha II.,2,1000,contact
001117,MOP Vokovice Praha I.,3,1000,contact
1515,ÚO Vsetín,2,1000,contact
001410,MOP Modřany Praha IV.,3,1000,contact
180411,OOP Jablonec N/Nisou Mšeno,3,1000,contact
040216,OOP Rumburk,3,1000,contact
140910,OOP Hanušovice,3,1000,contact
070410,OOP Bílovec,3,1000,contact
010322,OOP Zlonice,3,1000,contact
060212,OOP Brno - Sever,3,1000,contact
151512,OOP Jablůnka,3,1000,contact
171110,OOP Česká Třebová,3,1000,contact
070711,OOP Ostrava - Mariánské Hory,3,1000,contact
161713,OOP Kamenice nad Lipou,3,1000,contact
150513,OOP Luhačovice,3,1000,contact
190220,OOP Cheb - venkov,3,1000,contact
170917,OOP Polička,3,1000,contact
010118,OOP Vlašim,3,1000,contact
020116,OOP Lišov,3,1000,contact
020310,OOP Dačice,3,1000,contact
161017,OOP Třebíč,3,1000,contact
001120,MOP Holešovice Praha I.,3,1000,contact
031013,OOP Stříbro,3,1000,contact
1800,KŘP Libereckého Kraje,1,1000,contact
001110,MOP Bartolomějská Praha I.,3,1000,contact
001216,MOP Stodůlky OŘP Praha II.,3,1000,contact
070215,OOP Frýdlant nad Ostravicí,3,1000,contact
001412,MOP Podolí OŘP Praha IV.,3,1000,contact
070717,OOP Ostrava - Zábřeh,3,1000,contact
020323,OOP Třeboň,3,1000,contact
1617,ÚO Pelhřimov,2,1000,contact
050513,OOP Hronov,3,1000,contact
161613,OOP Chotěboř,3,1000,contact
070715,OOP Ostrava - Střed,3,1000,contact
1412,ÚO Prostějov,2,1000,contact
180512,OOP Hejnice,3,1000,contact
050716,OOP Týniště nad Orlicí,3,1000,contact
050510,OOP Broumov,3,1000,contact
040614,OOP Roudnice nad Labem,3,1000,contact
031119,OOP Třemošná,3,1000,contact
190312,OOP Jáchymov,3,1000,contact
030550,OŽP Plzeň Město,3,1000,contact
170312,OOP Chrast,3,1000,contact
0406,ÚO Litoměřice,2,1000,contact
0114,ÚO Praha Venkov-Jih,2,1000,contact
190918,OOP Sokolov,3,1000,contact
010110,OOP Benešov,3,1000,contact
040819,OOP Most - Zahradní,3,1000,contact
020513,OOP Čimelice,3,1000,contact
050714,OOP Rychnov nad Kněžnou,3,1000,contact
001415,MOP Jižní Město 1 Praha IV.,3,1000,contact
001251,MOP Smíchovské nádraží,3,1000,contact
180112,OOP Doksy,3,1000,contact
061811,OOP Blansko,3,1000,contact
190313,OOP Karlovy Vary,3,1000,contact
010610,OOP Kostelec nad Labem,3,1000,contact
040912,OOP Duchcov,3,1000,contact
150516,OOP Slavičín,3,1000,contact
031115,OOP Nepomuk,3,1000,contact
020217,OOP Lipno,3,1000,contact
001210,MOP Nové Město OŘP Praha II.,3,1000,contact
020322,OOP Suchdol nad Lužnicí,3,1000,contact
140913,OOP Mohelnice,3,1000,contact
020716,OOP Vodňany,3,1000,contact
180412,OOP Rychnov u Jablonce N/Nisou,3,1000,contact
050710,OOP Dobruška,3,1000,contact
050211,OOP Hradec Králové 2,3,1000,contact
181116,OOP Turnov,3,1000,contact
0102,ÚO Beroun,2,1000,contact
040314,OOP Klášterec nad Ohří,3,1000,contact
060617,OOP Veselí nad Moravou,3,1000,contact
040717,OOP Podbořany,3,1000,contact
030416,OOP Nýrsko,3,1000,contact
001315,MOP Bohnice Praha III.,3,1000,contact
001421,MOP Zahradní Město Praha IV.,3,1000,contact
040718,OOP Postoloprty,3,1000,contact
050414,OOP Nová Paka,3,1000,contact
170918,OOP Svitavy,3,1000,contact
1408,ÚO Přerov,2,1000,contact
150515,OOP Otrokovice,3,1000,contact
020613,OOP Prachatice,3,1000,contact
001217,MOP Zličín OŘP Praha II.,3,1000,contact
0704,ÚO Nový Jičín,2,1000,contact
050515,OOP Náchod,3,1000,contact
011413,OOP Jílové u Prahy,3,1000,contact
0305,ÚO Mř Plzeň,2,1000,contact
151118,OOP Uherský Ostroh,3,1000,contact
050411,OOP Jičín,3,1000,contact
181114,OOP Semily,3,1000,contact
1511,ÚO Uherské Hradiště,2,1000,contact
070314,OOP Horní Suchá,3,1000,contact
001116,MOP Dejvice Praha I.,3,1000,contact
030512,OOP Plzeň 2,3,1000,contact
140519,OOP Uničov,3,1000,contact
0101,ÚO Benešov,2,1000,contact
0510,ÚO Trutnov,2,1000,contact
010811,OOP Lysá nad Labem,3,1000,contact
060320,OOP Židlochovice,3,1000,contact
0706,ÚO Opava,2,1000,contact
061320,OOP Znojmo,3,1000,contact
040323,OOP Chomutov Černovická,3,1000,contact
040321,OOP Chomutov Kamenná,3,1000,contact
011422,OOP Hradištko,3,1000,contact
1411,ÚO Jeseník,2,1000,contact
031111,OOP Dobřany,3,1000,contact
151117,OOP Uherský Brod,3,1000,contact
0106,ÚO Mělník,2,1000,contact
190311,OOP Bochov,3,1000,contact
030414,OOP Klatovy,3,1000,contact
031012,OOP Planá,3,1000,contact
1616,ÚO Havlíčkův Brod,2,1000,contact
140512,OOP Moravský Beroun,3,1000,contact
041010,OOP Chlumec,3,1000,contact
180120,OOP Žandov,3,1000,contact
161014,OOP Moravské Budějovice,3,1000,contact
1400,KŘP Olomouckého Kraje,1,1000,contact
0400,KŘP Ústeckého Kraje,1,1000,contact
061312,OOP Jevišovice,3,1000,contact
170610,OOP Lázně Bohdaneč,3,1000,contact
010517,OOP Zbraslavice,3,1000,contact
010611,OOP Kralupy nad Vltavou,3,1000,contact
001323,MOP Újezd nad Lesy Praha III.,3,1000,contact
190915,OOP Kynšperk nad Ohří,3,1000,contact
0104,ÚO Kolín,2,1000,contact
010817,OOP Sadská,3,1000,contact
020618,OOP Horní Vltavice,3,1000,contact
1909,ÚO Sokolov,2,1000,contact
070614,OOP Kravaře,3,1000,contact
030419,OOP Švihov,3,1000,contact
031011,OOP Bor u Tachova,3,1000,contact
070612,OOP Hlučín,3,1000,contact
0701,ÚO Bruntál,2,1000,contact
010510,OOP Čáslav,3,1000,contact
141213,OOP Němčice nad Hanou,3,1000,contact
010816,OOP Poděbrady,3,1000,contact
020512,OOP Milevsko,3,1000,contact
011216,OOP Rakovník,3,1000,contact
190919,OOP Sokolov - Venkov,3,1000,contact
040218,OOP Varnsdorf,3,1000,contact
010317,OOP Slaný,3,1000,contact
171111,OOP Choceň,3,1000,contact
030511,OOP Plzeň 4,3,1000,contact
020111,OOP Čtyři Dvory,3,1000,contact
030513,OOP Plzeň 1,3,1000,contact
031015,OOP Konstantinovy Lázně,3,1000,contact
161616,OOP Světlá nad Sázavou,3,1000,contact
180121,OOP Jablonné v Podještědí,3,1000,contact
0403,ÚO Chomutov,2,1000,contact
040311,OOP Chomutov - město,3,1000,contact
0602,Mř Brno,2,1000,contact
030113,OOP Horšovský Týn,3,1000,contact
001420,MOP Strašnice Praha IV.,3,1000,contact
031116,OOP Nýřany,3,1000,contact
070416,OOP Příbor,3,1000,contact
140817,OOP Přerov,3,1000,contact
190917,OOP Rotava,3,1000,contact
040915,OOP Krupka,3,1000,contact
150511,OOP Fryšták,3,1000,contact
001317,MOP Čakovice Praha III.,3,1000,contact
011212,OOP Jesenice u Rakovníka,3,1000,contact
011414,OOP Jesenice,3,1000,contact
001312,MOP Karlín Praha III.,3,1000,contact
061319,OOP Vranov nad Dyjí,3,1000,contact
141111,OOP Javorník,3,1000,contact
001121,MOP Letná Praha I.,3,1000,contact
140812,OOP Kojetín,3,1000,contact
031014,OOP Tachov,3,1000,contact
0108,ÚO Nymburk,2,1000,contact
150815,OOP Morkovice - Slížany,3,1000,contact
011211,OOP Hořesedly,3,1000,contact
010717,OOP Mladá Boleslav,3,1000,contact
190912,OOP Horní Slavkov,3,1000,contact
051012,OOP Hostinné,3,1000,contact
001115,MOP Břevnov Praha I.,3,1000,contact
1500,KŘP Zlínského Kraje,1,1000,contact
061315,OOP Moravský Krumlov,3,1000,contact
001114,MOP Krakovská Praha I.,3,1000,contact
031114,OOP Město Touškov,3,1000,contact
030417,OOP Plánice,3,1000,contact
051017,OOP Úpice,3,1000,contact
001417,MOP Pankrác Praha IV.,3,1000,contact
060216,OOP Brno - Komárov,3,1000,contact
0618,ÚO Blansko - Vyškov,2,1000,contact
001411,MOP Lhotka Praha IV.,3,1000,contact
0504,ÚO Jičín,2,1000,contact
180116,OOP Nový Bor,3,1000,contact
170318,OOP Třemošnice,3,1000,contact
070616,OOP Opava,3,1000,contact
140813,OOP Lipník,3,1000,contact
170612,OOP Holice v Čechách,3,1000,contact
180515,OOP Liberec - Centrum,3,1000,contact
171117,OOP Žamberk,3,1000,contact
001419,MOP Vršovice Praha IV.,3,1000,contact
151516,OOP Valašské Meziříčí,3,1000,contact
070716,OOP Ostrava - Vítkovice,3,1000,contact
140914,OOP Šumperk,3,1000,contact
0407,ÚO Louny,2,1000,contact
070720,OOP Ostrava - Hrabůvka,3,1000,contact
050415,OOP Sobotka,3,1000,contact
070213,OOP Nošovice,3,1000,contact
151112,OOP Buchlovice,3,1000,contact
010812,OOP Městec Králové,3,1000,contact
070116,OOP Rýmařov,3,1000,contact
190217,OOP Plesná,3,1000,contact
011112,OOP Dobříš,3,1000,contact
061310,OOP Hrušovany nad Jevišovkou,3,1000,contact
060412,OOP Hustopeče,3,1000,contact
050512,OOP Česká Skalice,3,1000,contact
001314,MOP Libeň Praha III.,3,1000,contact
070713,OOP Ostrava - Přívoz,3,1000,contact
040814,OOP Most,3,1000,contact
070211,OOP Brušperk,3,1000,contact
040219,OOP Velký Šenov,3,1000,contact
0703,ÚO Karviná,2,1000,contact
190317,OOP Nová Role,3,1000,contact
140917,OOP Zábřeh,3,1000,contact
040217,OOP Šluknov,3,1000,contact
180518,OOP Liberec - Vesec,3,1000,contact
140513,OOP Litovel,3,1000,contact
070414,OOP Nový Jičín,3,1000,contact
151513,OOP Karolinka,3,1000,contact
0500,KŘP Královéhradeckého Kraje,1,1000,contact
0311,ÚO Plzeň - Venkov,2,1000,contact
0208,ÚO Tábor,2,1000,contact
140811,OOP Hranice,3,1000,contact
001319,MOP Prosek Praha III.,3,1000,contact
011614,OOP Libčice,3,1000,contact
0408,ÚO Most,2,1000,contact
010813,OOP Milovice,3,1000,contact
161420,OOP Žďár nad Sázavou,3,1000,contact
1805,ÚO Liberec,2,1000,contact
161013,OOP Jemnice,3,1000,contact
161716,OOP Pacov,3,1000,contact
020617,OOP Volary,3,1000,contact
011123,OOP Příbram - venkov,3,1000,contact
150811,OOP Holešov,3,1000,contact
030411,OOP Horažďovice,3,1000,contact
060415,OOP Mikulov,3,1000,contact
010613,OOP Mělník,3,1000,contact
051015,OOP Svoboda nad Úpou,3,1000,contact
001151,OŽP Holešovice Praha I.,3,1000,contact
020315,OOP Nová Bystřice,3,1000,contact
020213,OOP Horní Planá,3,1000,contact
030115,OOP Poběžovice,3,1000,contact
190215,OOP Mariánské Lázně,3,1000,contact
170615,OOP Chvaletice,3,1000,contact
1409,ÚO Šumperk,2,1000,contact
061812,OOP Boskovice,3,1000,contact
0600,KŘP Jihomoravského Kraje,1,1000,contact
040910,OOP Bílina,3,1000,contact
011115,OOP Milín,3,1000,contact
151517,OOP Vsetín,3,1000,contact
0402,ÚO Děčín,2,1000,contact
161717,OOP Pelhřimov,3,1000,contact
010211,OOP Hořovice,3,1000,contact
010614,OOP Mšeno,3,1000,contact
020515,OOP Písek,3,1000,contact
1900,KŘP Karlovarského Kraje,1,1000,contact
151511,OOP Horní Lideč,3,1000,contact
171113,OOP Králíky,3,1000,contact
0112,ÚO Rakovník,2,1000,contact
060214,OOP Brno - Královo Pole,3,1000,contact
050516,OOP Nové Město nad Metují,3,1000,contact
190318,OOP Ostrov,3,1000,contact
030811,OOP Radnice,3,1000,contact
030517,OOP Plzeň - Střed,3,1000,contact
001119,MOP Ruzyně Praha I.,3,1000,contact
150812,OOP Hulín,3,1000,contact
1706,ÚO Pardubice,2,1000,contact
030420,OOP Železná Ruda,3,1000,contact
070613,OOP Hradec nad Moravicí,3,1000,contact
010112,OOP Čerčany,3,1000,contact
190322,OOP Žlutice,3,1000,contact
030413,OOP Kašperské Hory,3,1000,contact
150512,OOP Zlín,3,1000,contact
010810,OOP Křinec,3,1000,contact
030418,OOP Sušice,3,1000,contact
140516,OOP Olomouc 1,3,1000,contact
001150,OŽP - Masarykovo nádraží Praha I.,3,1000,contact
140524,OOP Olomouc 4,3,1000,contact
190319,OOP Pernink,3,1000,contact
040615,OOP Štětí,3,1000,contact
171118,OOP Letohrad,3,1000,contact
0410,ÚO Ústí nad Labem,2,1000,contact
190320,OOP Teplá,3,1000,contact
1607,ÚO Jihlava,2,1000,contact
1508,ÚO Kroměříž,2,1000,contact
001316,MOP Ďáblice Praha III.,3,1000,contact
070712,OOP Ostrava - Poruba 1,3,1000,contact
051011,OOP Dvůr Králové nad Labem,3,1000,contact
020150,OŽP České Budějovice,3,1000,contact
010511,OOP Zruč nad Sázavou,3,1000,contact
070117,OOP Vrbno pod Pradědem,3,1000,contact
020312,OOP Jindřichův Hradec,3,1000,contact
180520,OOP Hrádek nad Nisou,3,1000,contact
160715,OOP Telč,3,1000,contact
140819,OOP Přerov 2,3,1000,contact
070321,OOP Havířov 3,3,1000,contact
171114,OOP Lanškroun,3,1000,contact
150517,OOP Valašské Klobouky,3,1000,contact
030415,OOP Kolinec,3,1000,contact
030114,OOP Kdyně,3,1000,contact
031110,OOP Blovice,3,1000,contact
040613,OOP Lovosice,3,1000,contact
040911,OOP Dubí,3,1000,contact
010615,OOP Neratovice,3,1000,contact
041014,OOP Střekov,3,1000,contact
020819,OOP Veselí nad Lužnicí,3,1000,contact
001313,MOP Kobylisy Praha III.,3,1000,contact
050215,OOP Nový Bydžov,3,1000,contact
001320,MOP Vysočany Praha III.,3,1000,contact
180521,OOP Nové Město pod Smrkem,3,1000,contact
0604,ÚO Břeclav,2,1000,contact
171116,OOP Vysoké Mýto,3,1000,contact
190913,OOP Chodov,3,1000,contact
070217,OOP Jablunkov,3,1000,contact
161015,OOP Náměšť nad Oslavou,3,1000,contact
181118,OOP Harrachov,3,1000,contact
160713,OOP Polná,3,1000,contact
0606,ÚO Hodonín,2,1000,contact
150810,OOP Bystřice pod Hostýnem,3,1000,contact
001321,MOP Horní Počernice Praha III.,3,1000,contact
0014,OŘP Praha IV.,2,1000,contact
040319,OOP Vejprty,3,1000,contact
011120,OOP Rožmitál pod Třemšínem,3,1000,contact
040236,OOP Děčín - Město,3,1000,contact
0103,ÚO Kladno,2,1000,contact
010213,OOP Karlštejn,3,1000,contact
010713,OOP Mladá Boleslav II,3,1000,contact
140916,OOP Velké Losiny,3,1000,contact
190321,OOP Toužim,3,1000,contact
0707,MŘP Ostrava,2,1000,contact
040312,OOP Jirkov,3,1000,contact
001250,MOP Wilsonovo Nádraží,3,1000,contact
051021,OOP Žacléř,3,1000,contact
070618,OOP Velké Heraltice,3,1000,contact
140523,OOP Olomouc 3,3,1000,contact
180526,OOP Hodkovice nad Mohelkou,3,1000,contact
010718,OOP Mnichovo Hradiště,3,1000,contact
010412,OOP Kostelec nad Černými Lesy,3,1000,contact
011215,OOP Nové Strašecí,3,1000,contact
040213,OOP Děčín - Podmokly,3,1000,contact
1505,ÚO Zlín,2,1000,contact
1903,ÚO Karlovy Vary,2,1000,contact
0200,KŘP Jihočeského Kraje,1,1000,contact
060316,OOP Pohořelice,3,1000,contact
160716,OOP Třešť,3,1000,contact
001213,MOP Smíchov OŘP Praha II.,3,1000,contact
020211,OOP Český Krumlov,3,1000,contact
001122,MOP Výstaviště Praha I.,3,1000,contact
011121,OOP Sedlčany,3,1000,contact
020120,OOP Týn nad Vltavou,3,1000,contact
151515,OOP Rožnov pod Radhoštěm,3,1000,contact
061817,OOP Bučovice,3,1000,contact
010214,OOP Králův Dvůr,3,1000,contact
0013,OŘP Praha III.,2,1000,contact
0011,OŘP Praha I.,2,1000,contact
0304,ÚO Klatovy,2,1000,contact
040313,OOP Kadaň,3,1000,contact
070216,OOP Hnojník,3,1000,contact
141215,OOP Prostějov 1,3,1000,contact
141216,OOP Prostějov 2,3,1000,contact
170616,OOP Přelouč,3,1000,contact
1711,ÚO Ústí nad Orlicí,2,1000,contact
150514,OOP Napajedla,3,1000,contact
001111,MOP Benediktská Praha I.,3,1000,contact
011416,OOP Říčany,3,1000,contact
070311,OOP Český Těšín,3,1000,contact
030516,OOP Plzeň - Vinice,3,1000,contact
180516,OOP Liberec - Vápenka,3,1000,contact
170621,OOP Pardubice 4,3,1000,contact
060213,OOP Brno - Židenice,3,1000,contact
170614,OOP Pardubice 2,3,1000,contact
170619,OOP Pardubice 3,3,1000,contact
170613,OOP Pardubice 1,3,1000,contact
0603,ÚO Brno - Venkov,2,1000,contact
040210,OOP Benešov nad Ploučnicí,3,1000,contact
1703,ÚO Chrudim,2,1000,contact
011510,OOP Brandýs/Labem-Stará Boleslav,3,1000,contact
0507,ÚO Rychnov nad Kněžnou,2,1000,contact
180110,OOP Cvikov,3,1000,contact
150813,OOP Kroměříž,3,1000,contact
061819,OOP Vyškov,3,1000,contact
0702,ÚO Frýdek-Místek,2,1000,contact
001414,MOP Nusle Praha IV.,3,1000,contact
0116,ÚO Praha Venkov-Západ,2,1000,contact
011620,OOP Řevnice,3,1000,contact
011517,OOP Úvaly,3,1000,contact
190916,OOP Loket nad Ohří,3,1000,contact
001118,MOP Řepy Praha I.,3,1000,contact
050412,OOP Kopidlno,3,1000,contact
180111,OOP Česká Lípa,3,1000,contact
031120,OOP Úněšov,3,1000,contact
0,Česká republika,0,1000,contact
