213,Komerční forma sexuálního zneužívání v závislosti,Commercial form of sexual abuse in dependency,0
214,"Komerční forma sexuálního zneužívání ostatní","Commercial form of the other sexual abuse",0
231,Ostatní pohlavní úchylky,The other sexual deviations,0
241,Ohrožování mravnosti,Corrupting morals,0
251,Ohrožování pohlavní nemocí,Exposing others to veneral diseases,0
252,"úmyslné ublížení na zdraví nakažlivou lidskou nemocí","Intentional damage to the health by veneral disease",0
253,"Ublížení nakažlivou lidskou nemocí z nedbalosti","Negligent damage to the health by veneral desease",0
271,Kuplířství,Procuring,0
280,Soulož mezi příbuznými,Incest,0
281,Obchodování s lidmi,Trafficking with people with the view of sexual intercourse,0
290,"Ostatní mravnostní trestné činy","The other morals crimes",0
201-290,Mravnostní činy,Moral crimes,1
311,Krádeže vloupáním do obchodů,Burglaries into shops,0
312,Krádeže vloupáním do výkladních skříní,Burglaries into shop windows,0
321,Krádeže vloupáním do restaurací a hostinců,Burglaries into restaurants and ordinaries,0
322,Krádeže vloupáním do ubytovacích objektů,Burglaries into accommodation facilities,0
323,Krádeže vloupáním do kiosků,Burglaries into kiosks,0
324,"Krádeže vloupáním do jídelen, závodních kuchyní a stravovacích zařízení","Burglaries into lunchrooms, canteens and catering facilities",0
331,"Krádeže vloupáním do objektů, kde se nacházejí starožitnosti a umělecké předměty - mimo obchodů",Burglaries into facilities with antiquities and works of art except shops,0
332,"Krádeže vloupáním do kulturních objektů, mimo uvedené v 331",Burglaries into cultural facilities except those in in 331,0
341,Krádeže vloupáním do pokladen a pancéřových skříní,Burglaries into safes and keisters,0
350,Krádeže vloupáním do výpočetních středisek nebo počítačových pracovišť,Burglaries into computer centres,0
351,Krádeže vloupáním do škol,Burglaries into schools,0
371,"Krádeže vloupáním do bytů","Burglaries into flats",0
372,"Krádeže vloupáním do víkendových chat soukromých osob","Burglaries into weekend houses",1
373,"Krádeže vloupáním do rodinných domků","Burglaries into family houses",0
390,"Krádeže vloupáním do ostatních objektů","Burglaries into the other facilities",0
311-390,Krádeže vloupáním,Burglaries,1
411,Krádeže prosté - kapesní,Thefts - pick-pocketing,0
412,Krádeže prosté - při pohlavním styku,Thefts in the course of sexual intercourse,0
413,Krádeže prosté - jiné na osobách,Thefts - the other thefts on persons,0
421,Krádeže prosté - mezi zaměstnanci na pracovišti,Thefts among employees at workplaces,0
431,"Krádeže prosté - motorových vozidel dvoustopých","Thefts of two-track motor vehicles",0
432,"Krádeže prosté - motorových vozidel jednostopých","Thefts of single-track motor vehicles",0
433,Krádeže prosté - věcí z aut - včetně vloupání do kabiny a zav. prostoru,Thefts inside cars ,0
434,Krádeže prosté - součástek motorových vozidel,Thefts of motor vehicles parts,0
435,"Krádeže prosté - jízdních kol","Thefts of bicycles",1
441,Krádeže prosté - domácího zvířectva,Thefts of domestic animals,0
451,Krádeže prosté - v bytech,Thefts in houses,0
461,Krádeže prosté - věcí v prostorách nádraží - mimo zásilek,Thefts at railway stations exept consignments,0
462,Krádeže prosté - věcí během jízdy v dopravním prostředku - mimo zásilek,Thefts in means of transport except consignments,0
471,"Krádeže prosté v objektech, včetně exterieru i na volném prostranství se starožitnostmi a uměleckými předměty",Thefts in facilities including exterior with antiquities and works of art,0
480,Krádeže prosté v jiných objektech,Thefts in other facilities,0
490,Krádeže prosté ostatní,The other thefts,0
411-490,Krádeže prosté,Thefts,1
511,Podvod,Fraud,0
521,Zpronevěra,Embezzlement,0
530,Neoprávněné užívání cizí věci,Unlawful enjoyment of a thing of another,0
588,Zatajení věci,Concealment of a thing,0
589,Poškozování cizí věci,Harm done to a thing of another,0
590,Pytláctví a ostatní majetkové trestné činy,Poaching and the other proprietary crimes,0
311-590,Majetkové činy,,1
611,"Výtržnictví","Breach of the peace",0
612,Výtržnictví na sportovních a veřejných akcích,Rioting in course of sport and public actions,0
613,Sprejerství,Sprayers´ crimes,0
614,Výtržnictví - útoky na záchranáře,Assaulting rescuer,0
631,"Ohrožování výchovy mládeže","Corrupting the morals of youth",0
632,Podávání alkoholických nápojů mládeži,Serving alcoholic drinks to minors,0
633,Obchodování s dětmi,Trading with children,0
634,"Nedovolené překročení státní hranice","Illegal crossing of the border",0
635,Nedovolená výroba a držení psychotropních látek a jedů pro jiného,"Illicit manufacturing and possession of narcotics, drugs and poisons for another",0
636,šíření toxikomanie,Promoting addictive drugs ,0
637,Zneužívání pravomoci úřední osoby,Abuse of powers of a public official,0
639,Neoprávněné nakládání s osobními údaji,Unauthorized use of personal data,0
640,Maření úkolů úřední osoby z nedbalosti,Neglect by a public official ,0
641,Nedovolená výroba a držení psychotropních látek a jedů pro sebe,"Illicit manufacturing and possession of narcotics, drugs and poisons for oneself",0
642,Nedovolená výroba a držení psychotropních látek a jedů - předmět k nedovolené výrobě,"Illicit manufacturing and possession of narcotics, drugs and poisons - object for illicit manufacturing",0
643,Nedovolené pěstování rostlin obsahující omamnou látku,Cultivation of plants containing narcotic substance,0
644,Výroba a nakládání s látkami s hormonálním účinkem,Illicit  manufacturing or disposition of hormonal substances ,0
651,"Požáry","Fires",0
652,"Výbuchy","Explosions",0
662,Nedovolené ozbrojování,Prohibited acquisition and possession of firearms,0
663,Maření výkonu úředního rozhodnutí,Obstructing the execution of an official decision,0
664,"Překupnictví a přechovávači - podílnictví","Receiving and handling stolen goods and receivers of stolen goods - accessoryship",0
690,"Ostatní kriminální trestné činy","The other criminal offences",0
611-690,Ostatní krim. činy,The other criminal offences,1
721,Nadržování,Abbetting,0
730,"Veškeré nehody  - úmyslné","All intentional accidents - road, air, water road, railway and combined accidents",0
731,"Dopravní nehody silniční z nedbalosti","Negligent road accidents",0
732,"Dopravní nehody letecké z nedbalosti","Negligent air traffic accidents",0
733,"Dopravní nehody vodní z nedbalosti","Negligent water road accidents",0
741,"železniční nehody z nedbalosti","Negligent railway accidents",0
742,"Nehody kombinované, železniční - silniční z nedbalosti","Negligent combined, railway and road accidents",0
750,"Ublížení na zdraví z nedbalosti - pracovní úrazy","Negligent bodily injury - work injuries",0
751,"Ublížení na zdraví z nedbalosti - ostatní","Negligent bodily injury - the others",0
762,Poškozování věřitele,Harm done to a creditor,0
763,Zvýhodňování věřitele,Preferring a creditor,0
771,"Ohrožení pod vlivem návykové látky, opilství","Menace due to intoxication, intoxication",1
772,Zanedbání povinné výživy,Neglect of compulsory maintenance,0
781,Získání kontroly nad vzdušným dopravním prostředkem plavidlem a pevnou plošinou,Seizure of a ship or aircraft,0
782,"Sdělení nepravdivé informace, která může ohrozit bezpečnost nebo provoz vzdušného dopravního prostředku za letu a civilního plavidla",Disclosure of untrue information which can endanger safety of an aircraft and ship during the flight,0
783,Zavlečení vzdušného dopravního prostředku do ciziny,"Air piracy, hijacking",0
784,"Týraní zvířat","Cruelty to animals",0
785,šíření poplašné zprávy,Spreading false news,0
786,účast na organizované zločinecké skupině,Accomplicity in an organized criminal group,0
787,"Hanobení národa, rasy, etnické nebo jiné skupiny","Defamation of nation, race, ethnic or other group",0
788,Podněcování k národnostní a rasové nenávisti,Incitement of racial hatred,0
789,"Podpora a propagace hnutí směřujícího k potlačení práv a svobod občanů","Supporting and promoting movements oriented to suppression of human rights and freedom",0
790,"Ostatní trestná činnost","The other criminality",0
721-790,Zbývající kriminalita,Remaining criminality,1
801,Trestné činy proti předpisům o nekalé soutěži,Crimes against regulations governing unfair competition,0
803,Neoprávněné podnikaní,Unlawful business activity,0
806,Poškozování spotřebitele,Harm caused to a consumer,0
807,Porušování předpisů o oběhu zboží ve styku s cizinou ,Breach of regulations governing imports and exports of goods ,0
808,Zkreslování údajů o stavu hospodaření a jmění,Distortion of data relating to economic and property status,0
809,Porušování závazných pravidel hospodářského styku,Breach of compulsory rules of business transactions,0
810,Porušení povinnosti v insolvenčním řízení,Breach of duties in bankruptcy and composition proceedings,0
811,"Porušování povinnosti při správě cizího majetku","Breach of trust",0
812,Krádež,Theft,0
813,Neoprávněné užívání cizí věci mimo motorová vozidla,Unlawful enjoyment of a thing of another except motor vehicles,0
814,Poškozování cizí věci,Harm done to a thing of another,0
815,Podvody proti sociálnímu zabezpečení a nemocenskému pojištěni,Frauds against social security and health insurance,0
816,Padělání a pozměňování peněz,Counterfeiting and altering money,0
817,"Padělání a pozměňování známek, kolků a nálepek","Counterfeiting and altering stamps and labels",0
819,Krácení daně,Tax evasion,0
820,Zneužívaní pravomoci úřední osoby,Abuse of powers of a public official,0
821,úplatkářství - přijímání úplatku,Bribery - accepting a bribe,0
822,Poškozování věřitele,Harm done to a creditor,0
823,Padělání a pozměňování veřejné listiny,Forgery and fraudulent alternation of an official document,0
824,Nedovolená výroba a držení státní pečeti a úředního razítka,Manufacturing and possession of the great seal and the official stamp,0
825,"Ohrožování zdraví závadnými potravinami a jinými potřebami","Endangering health due to defective food and other goods",0
826,"Vystavení nepravdivého potvrzení","Issuance of a false document",0
827,Neoprávněné užívání motorového vozidla,Unlawful use of motor vehicle,0
828,Porušování tajemství dopravovaných zpráv,Breach of mailing secrets,0
829,Zpronevěra,Embezzlement,0
830,Podvod,Fraud,0
831,"Pletichy při veřejné soutěži a dražbě","Scheming in public tender and auction",0
832,"Porušování předpisů o nakládání s kontrolovaným zbožím a technologiemi","Breach of regulations providing for the handling and disposal of controlled goods and technologies",0
833,Zneužívání informací v obchodním styku,Abuse of information in commercial relation,0
834,Neoprávněné provozování loterie a podobné sázkové hry,Unlawful practicing lotery and similar betting games,0
835,Porušování předpisů o nálepkách k označení zboží,Breach of regulations governing label destinating goods,0
836,Neoprávněné nakládání s osobními údaji,Unauthorized use of personal data,0
837,"Ostatní trestné činy proti měně","The other crimes against currency",0
838,Neoprávněné držení platebního prostředku,Unlawful possession of a credit card,0
839,"Porušování předpisů o zahraničním obchodu s vojenským materiálem","Breach of regulations governing foreign trade with military material",0
840,"Krádeže železničních zásilek","Railway consignments thefts",0
841,"Krádeže poštovních zásilek","Mail thefts",0
842,"Krádeže silničních zásilek","Road consignments thefts",0
843,"Krádeže leteckých zásilek","Air consignments thefts",0
844,"Krádeže lodních zásilek","Shipment thefts",0
845,Maření úkolu úřední osoby z nedbalosti,Neglect by a public official,0
846,úplatkářství - podplácení,Bribary - offering or giving a bribe,0
847,úplatkářství - nepřímé úplatkářství,Bribary - indirekt bribery,0
848,Zvýhodňování věřitele,Preferring a creditor,0
849,Pletichy v insolvenčním řízení,Scheming to defraud in bankruptcy proceedings,0
850,"Ohrožení nebo poškození životního prostředí - úmyslné","Intentional endangering or damage to the environment",0
851,"Ohrožení nebo poškození životního prostředí - nedbalostní","Negligent endangering or damage to the environment",0
852,Způsobení úpadku,Insolvency,0
853,Neoprávněné vydání cenného papíru,Unauthorized issue of securities,0
854,Manipulace s kurzem investičních nástrojů,Unauthorized manipulation with the security exchange rate,0
855,"Nedovolená výroba a držení radioaktivního a jaderného materiálu","Illicit manufacturing and possession of radioactive material",0
860,"Podílnictví","Receiving and handling stolen goods and receivers of stolen goods - accessoryship",0
861,"Porušování práv k ochranné známce, obchodnímu jménu a chráněnému označení původu","Infringement of rights relating to trademarks, commercial names and protected designation of origin",0
862,Porušování průmyslových práv,Infringement of industrial property rights,0
863,"Porušování autorského práva, práv k databázi, práv souvisejících a padělání díla","Infringement of copyright, database right or relevant rights",0
864,"Zastření původu věcí, tzv. praní špinavých peněz","Concealing origines of things ",0
865,"Poškozování a zneužití záznamu na nosiči informací","Harm done and abuse of a record on the data carrier",0
866,Provozování nepoctivých her a sázek,Unfair betting and gaming,0
870,"Havárie a provozní poruchy - mimo dopravních nehod silničních, železničních, leteckých a vodních - z nedbalosti ","Accidents and operational disorders except negligent road traffic accidents, railway accidents, air traffic accidents and ship accidents ",0
871,"Havárie a provozní poruchy - mimo dopravních nehod silničních, železničních, leteckých a vodních - úmyslné","Accidents and operational disorders except intentional road traffic accidents, railway accidents, air traffic accidents and ship accidents",0
880,Pojistný podvod,Fraud of insurance,0
881,úvěrový podvod,Credit fraud,0
882,Dotační podvod,Grant or subsidy fraud,0
885,Nesplnění oznamovací povinnosti v daňovém řízení,Failure to notify in tax procedure,0
886,"Neodvedení daně, pojistného na sociální zabezpečení, zdravotní pojištění a příspěvku na státní politiku zaměstnanosti","Back taxes, social insurance, health insurance and employment allowance ",0
890,"Ostatní hospodářské trestné činy","The other economic crimes",0
801-890,Hospodářské činy,Economic crimes,1
901,"Vojenské trestné činy","Military crimes",0
902,"Trestné činy proti ústavnímu zřízení","Crimes against constitution",0
903,"Trestné činy válečné a proti míru ","War crimes and crimes against the peace ",0
101-690,Obecná kriminalita,General criminality,1
101-903,CELKOVÁ KRIMINALITA,Total criminality,1
"141,142,143,151,161,171,173,181,611,612,614",Fyzické útoky,Assaults,1
"131,132",Loupeže,Bourglaries,1
"371,373",Vloupání do obydlí,Bourglaries into households,1
"433,434",Krádeže věcí z automobilů,Thefts of objects from car,1
"635,641,642,643","Výroba držení a distribuce drog","Production possesion and distribution of drugs",1
