OOP Krnov
OOP Kroměříž
OOP Krupka
OOP Kryry
OOP Králíky
OOP Králův Dvůr
OOP Krásná Lípa
OOP Kutná Hora
OOP Kuřim
OOP Kyjov
OOP Kynšperk nad Ohří
OOP Křemže
OOP Křinec
OOP Lanškroun
OOP Ledeč nad Sázavou
OOP Letohrad
OOP Letovice
OOP Liberec - město
OOP Liberec Ruprechtice
OOP Liberec Vesec
OOP Libochovice
OOP Libouchec
OOP Libčice nad Vltavou
OOP Lipno nad Vltavou
OOP Lipník nad Bečvou
OOP Litomyšl
OOP Litoměřice
OOP Litovel
OOP Litvínov
OOP Lišov
OOP Loket
OOP Lomnice nad Popelkou
OOP Louny
OOP Lovosice
OOP Luhačovice
OOP Lutín
OOP Lužec nad Vltavou
OOP Lysá nad Labem
OOP Lázně Bohdaneč
OOP Mariánské Lázně
OOP Meziboří
OOP Mikulov
OOP Milevsko
OOP Milovice
OOP Milín
OOP Minoň
OOP Mladá Boleslav I
OOP Mladá Boleslav II
OOP Mladá Vožice
OOP Mnichovo Hradiště
OOP Mníšek pod Brdy
OOP Mohelnice
OOP Moravská Třebová
OOP Moravské Budějovice
OOP Moravský Beroun
OOP Moravský Krumlov
OOP Morkovice-Slížany
OOP Most
OOP Mělník
OOP Městec Králové
OOP Město Albrechtice
OOP Město Touškov
OOP Mšeno
OOP Mšeno nad Nisou
OOP Napajedla
OOP Nejdek
OOP Nepomuk
OOP Neratovice
OOP Netolice
OOP Neštěmice
OOP Nová Bystřice
OOP Nová Paka
OOP Nová Role
OOP Nové Město na Moravě
OOP Nové Město nad Metují
OOP Nové Město pod Smrkem
OOP Nové Strašecí
OOP Nový Bor
OOP Nový Bydžov
OOP Nový Jičín
OOP Nošovice
OOP Nupaky
OOP Nymburk
OOP Náchod
OOP Náměšť nad Oslavou
OOP Nýrsko
OOP Nýřany
OOP Němčice nad Hanou
OOP Obrnice
OOP Odolena Voda
OOP Odry
OOP Okříšky
OOP Olomouc 1
OOP Olomouc 3
OOP Olomouc 4
OOP Opava
OOP Orlová
OOP Ostrava - Poruba 1
OOP Ostrava - Poruba 2
OOP Ostrov
OOP Otrokovice
OOP Pacov
OOP Palkovice
OOP Pardubice 1
OOP Pardubice 2
OOP Pardubice 3
OOP Pardubice 4
OOP Pec pod Sněžkou
OOP Pelhřimov
OOP Pernink
OOP Petřvald
OOP Pečky
OOP Planá
OOP Plesná
OOP Plumlov
OOP Plánice
OOP Poběžovice
OOP Podbořany
OOP Poděbrady
OOP Pohořelice
OOP Police nad Metují
OOP Polička
OOP Polná
OOP Postoloprty
OOP Počátky
OOP Prachatice
OOP Prosetice
OOP Prostějov 1
OOP Prostějov 2
OOP Protivín
OOP Písek
OOP Přelouč
OOP Přerov 1
OOP Přerov 2
OOP Přeštice
OOP Přibyslav
OOP Příbor
OOP Příbram
OOP Příbram - venkov
OOP Radnice
OOP Radomyšl
OOP Radonice
OOP Rajhrad
OOP Rakovník
OOP Rokycany
OOP Rokytnice nad Jizerou
OOP Rokytnice v Orlických horách
OOP Rosice
OOP Rotava
OOP Roudnice nad Labem
OOP Roztoky
OOP Rožmitál pod Třemšínem
OOP Rožnov pod Radhoštěm
OOP Rumburk
OOP Rychnov nad Kněžnou
OOP Rychnov u Jablonce nad Nisou
OOP Rýmařov
OOP Sadská
OOP Sedlčany
OOP Semily
OOP Sezimovo Ústí
OOP Skuteč
OOP Slaný
OOP Slavičín
OOP Slavkov u Brna
OOP Slavonice
OOP Smržovka
OOP Sobotka
OOP Soběslav
OOP Sokolov - město
OOP Sokolov-venkov
OOP Starý Plzenec
OOP Stochov
OOP Stod
OOP Strakonice
OOP Stráž pod Ralskem
OOP Studénka
OOP Stříbro
OOP Suchdol nad Lužnicí
OOP Suché Vrbné
OOP Sušice
OOP Svitavy
OOP Svoboda nad Úpou
OOP Světlá nad Sázavou
OOP Sázava
OOP Tachov
OOP Tanvald
OOP Telč
OOP Teplice
OOP Teplá
OOP Terezín
OOP Tišnov
OOP Toužim
OOP Trhové Sviny
OOP Trmice
OOP Trnovany
OOP Trutnov
OOP Turnov
OOP Tábor
OOP Týn nad Vltavou
OOP Týnec nad Labem
OOP Týnec nad Sázavou
OOP Týniště nad Orlicí
OOP Těrlicko
OOP Třebechovice pod Orebem
OOP Třeboň
OOP Třebíč
OOP Třemošnice
OOP Třemošná
OOP Třešť
OOP Třinec
OOP Uherské Hradiště
OOP Uherský Brod
OOP Uherský Ostroh
OOP Uhlířské Janovice
OOP Unhošť
OOP Uničov
OOP Valašské Klobouky
OOP Valašské Meziříčí
OOP Varnsdorf
OOP Vejprty
OOP Velká Bystřice
OOP Velká Bíteš
OOP Velké Březno
OOP Velké Heraltice
OOP Velké Losiny
OOP Velké Meziříčí
OOP Velký Šenov
OOP Velvary
OOP Veselí nad Lužnicí
OOP Veselí nad Moravou
OOP Vimperk
OOP Vizovice
OOP Vlašim
OOP Vodňany
OOP Vojkovice
OOP Volary
OOP Volyně
OOP Votice
OOP Vranov nad Dyjí
OOP Vratimov
OOP Vrbno pod Pradědem
OOP Vrchlabí
OOP Vsetín
OOP Vysoké Mýto
OOP Vyškov
OOP Vyšší Brod
OOP Vítkov
OOP Větřní
OOP Zbiroh
OOP Zbraslavice
OOP Zdice
OOP Zlaté Hory
OOP Zlín
OOP Znojmo
OOP Zruč nad Sázavou
OOP Zvíkovské Podhradí
OOP Zábřeh
OOP Úněšov
OOP Úpice
OOP Ústí nad Labem - město
OOP Ústí nad Orlicí
OOP Úvaly
OOP Čechtice
OOP Čelákovice
OOP Čerčany
OOP Česká Kamenice
OOP Česká Lípa
OOP Česká Skalice
OOP Česká Třebová
OOP České Budějovice
OOP Český Brod
OOP Český Dub
OOP Český Krumlov
OOP Český Těšín
OOP Čimelice
OOP Čáslav
OOP Řevnice
OOP Říčany
OOP Šlapanice
OOP Šluknov
OOP Špindlerův Mlýn
OOP Šternberk
OOP Štětí
OOP Šumperk
OOP Švihov
OOP Žacléř
OOP Žamberk
OOP Žandov
OOP Žatec
OOP Železná Ruda
OOP Železný Brod
OOP Židlochovice
OOP Žlutice
OOP Žďár nad Sázavou
OOP Brno - střed
OOP Brno - Žabovřesky
OOP Brno - sever
OOP Brno - Židenice
OOP Brno - Královo Pole
OOP Brno - Komárov
OOP Brno - výstaviště
OOP Brno - Bystrc
OOP Ostrava - Mariánské Hory
OOP Ostrava - Přívoz
OOP Ostrava - střed
OOP Ostrava - Vítkovice
OOP Ostrava - Zábřeh
OOP Slezská Ostrava
OOP Ostrava - Hrabůvka
MOP Bartolomějská Praha I.
MOP Benediktská Praha I.
MOP Malá Strana Praha I.
MOP Krakovská Praha I.
MOP Břevnov Praha I.
MOP Dejvice Praha I.
MOP Vokovice Praha I.
MOP Řepy Praha I.
MOP Ruzyně Praha I.
MOP Holešovice Praha I.
MOP Letná Praha I.
MOP Výstaviště Praha I.
OŽP Masarykovo nádraží Praha I.
OŽP Holešovice Praha I.
MOP Nové Město Praha II.
MOP Vinohrady Praha II.
MOP Košíře Praha II.
MOP Smíchov Praha II.
MOP Barrandov Praha II.
MOP Radotín Praha II.
MOP Stodůlky Praha II.
MOP Zličín Praha II.
MOP Wilsonovo nádraží Praha I.
MOP Smíchovské nádraží
MOP Jarov Praha III.
MOP Žižkov Praha III.
MOP Karlín Praha III.
MOP Kobylisy Praha III.
MOP Libeň Praha III.
MOP Bohnice Praha III.
MOP Ďáblice Praha III.
MOP Čakovice Praha III.
MOP Kyje Praha III.
MOP Prosek Praha III.
MOP Vysočany Praha III.
MOP Horní Počernice Praha III.
MOP Letňany Praha III.
MOP Újezd nad Lesy Praha III.
MOP Modřany Praha IV.
MOP Lhotka Praha IV.
MOP Podolí Praha IV.
MOP Spořilov Praha IV.
MOP Nusle Praha IV.
MOP Jižní Město 1 Praha IV.
MOP Pankrác Praha IV.
MOP Hostivař Praha IV.
MOP Vršovice Praha IV.
MOP Strašnice Praha IV.
MOP Zahradní Město Praha IV.
MOP Uhříněves Praha IV.
OOP Plzeň - Skvrňany
OOP Plzeň - Vinice
OOP Plzeň 1
OOP Plzeň - střed
OOP Plzeň 4
OOP Plzeň 2
OOP Plzeň - Bory
